date,broker_code,broker_name,volume,value,frequency
2026-08-28,PG,Panca Global Sekuritas,36966100,12370378700,1395
2026-08-28,RB,Ina Sekuritas Indonesia,12975100,12160313500,494
2026-08-28,SA,Elit Sukses Sekuritas,43134100,11393981700,1198
2026-08-28,AR,Binaartha Sekuritas,41272600,11327610200,1188
2026-08-28,RG,Profindo Sekuritas Indonesia,30943000,8742956100,717
2026-08-28,GI,Webull Sekuritas Indonesia,23343300,8292642800,1831
2026-08-28,MU,Minna Padi Investama Sekuritas,42148900,8222059400,1688
2026-08-28,PF,Danasakti Sekuritas Indonesia,36160300,7064662900,858
2026-08-28,ID,Anugerah Sekuritas Indonesia,23398100,6805328200,684
2026-08-28,PI,Magenta Kapital Sekuritas Indonesia,14583500,6721041700,646
2026-08-28,SF,Surya Fajar Sekuritas,27219400,6544814300,1377
2026-08-28,IC,Integrity Capital Sekuritas,7756200,6035435000,292
2026-08-28,AP,Pacific Sekuritas Indonesia,10826536,5573398610,9
2026-08-28,OK,NET SEKURITAS,5419000,4301493200,272
2026-08-28,PP,Aldiracita Sekuritas Indonesia,450000,3761632500,271
2026-08-28,AF,Harita Kencana Sekuritas,7061100,3696360900,186
2026-08-28,TF,Laba Sekuritas Indonesia,9010800,3594309700,634
2026-08-28,BS,Equity Sekuritas Indonesia,3161400,3517562900,320
2026-08-28,RS,Yulie Sekuritas Indonesia Tbk.,8299100,3273666300,296
2026-08-28,IT,INTI TELADAN SEKURITAS,4381700,2420567500,142
2026-08-28,AD,Sukadana Prima Sekuritas,6814400,1423173300,488
2026-08-28,AH,Shinhan Sekuritas Indonesia,2149200,1174121400,166
2026-08-28,BF,Inti Fikasa Sekuritas,1560000,1134600000,91
2026-08-28,YO,Amantara Sekuritas Indonesia,1300200,392169000,44
2026-08-28,DD,Makindo Sekuritas,173300,189215900,50
2026-08-28,FO,Forte Global Sekuritas,25000,6500000,4
